cksum kappa rho numDaysToRecover beta deathRate pir AFP_Detection reintroRate minBurnIn obsPeriod seasonalAmp numSims movModel moveRate ES_Detection vacRate vilPop
7dfb9346 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.5 {16000,16000,16000,16000}
d0ad0f2b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
d327cbb1 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
c9421ea4 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
28fbb522 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.5 {32000,8000,8000,8000,8000}
a0566bed 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
c7b4f68e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0 {64000}
ddf5cf08 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0 {32000,32000}
67b64096 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0 {16000,16000,16000,16000}
ed71131d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0 {8000,8000,8000,8000,8000,8000,8000,8000}
5084caeb 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
2b018402 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
b619e91e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0 {32000,8000,8000,8000,8000}
9754853c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
b66230e8 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.05 {64000}
3301da16 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.05 {32000,32000}
b66d6067 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.05 {16000,16000,16000,16000}
d771368e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
2ce162cf 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
ebc8ca6b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
80d0c8f1 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.05 {32000,8000,8000,8000,8000}
2c7b21e3 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
7e01ef48 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.2 {64000}
9797bc65 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.2 {32000,32000}
28254456 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.2 {16000,16000,16000,16000}
16d3dfbb 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
84996ec2 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
3df5b2f1 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
7a8eb5da 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.2 {32000,8000,8000,8000,8000}
2a073faa 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
1a608281 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.5 {64000}
c96b37f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.5 {32000,32000}
faf002d0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.5 {16000,16000,16000,16000}
18d9191b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
97e64038 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
bec7edd0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
88e8bc67 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.5 {32000,8000,8000,8000,8000}
306dfe51 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.01 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
da765189 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0 {64000}
ca4daa98 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0 {32000,32000}
7f6a1c85 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0 {16000,16000,16000,16000}
897b1442 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0 {8000,8000,8000,8000,8000,8000,8000,8000}
fd3710ba 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
5c725eb2 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
b52bad8f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0 {32000,8000,8000,8000,8000}
f8cf6096 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
2701afc2 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.05 {64000}
1322c6ad 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.05 {32000,32000}
3166f1f1 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.05 {16000,16000,16000,16000}
1f0520be 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
6820e946 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
9c4d391f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
20c3c1b4 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.05 {32000,8000,8000,8000,8000}
bc40b45f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
79f25206 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.2 {64000}
db0eb410 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.2 {32000,32000}
2b1700c7 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.2 {16000,16000,16000,16000}
b5946f89 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
413f94ae 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
bf3650f0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
6365883a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.2 {32000,8000,8000,8000,8000}
ae8f12a5 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
1d933fcf 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.5 {64000}
400fbb0a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.5 {32000,32000}
f9c24641 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.5 {16000,16000,16000,16000}
bb9ea929 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
5240ba54 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
3c040fd1 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
91038187 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.5 {32000,8000,8000,8000,8000}
b4e5d35e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.1 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
3722bc0e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0 {64000}
fce95690 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0 {32000,32000}
7278c23 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0 {16000,16000,16000,16000}
8d79ac98 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0 {8000,8000,8000,8000,8000,8000,8000,8000}
fc2ec680 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
154a4913 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
bd795de9 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0 {32000,8000,8000,8000,8000}
c6dd7c5d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
44adba66 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.05 {64000}
74835e63 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.05 {32000,32000}
95bf676c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.05 {16000,16000,16000,16000}
5d09d5c0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
f2d54358 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
69763209 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
fd40a74b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.05 {32000,8000,8000,8000,8000}
3474e1d5 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
d38b2f1b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.2 {64000}
a7dcb68b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.2 {32000,32000}
2345f0a1 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.2 {16000,16000,16000,16000}
bf97da0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
b263c2f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
8bf911a7 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
ed7fbe55 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.2 {32000,8000,8000,8000,8000}
92807e7d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
b7ea42d2 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.5 {64000}
3cddb991 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.5 {32000,32000}
f190b627 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.5 {16000,16000,16000,16000}
5f3bb00 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
185912d5 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
8cb4e86 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
1f19b7e8 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.5 {32000,8000,8000,8000,8000}
88eabf86 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
a57fa0e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0 {64000}
5b08dd14 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0 {32000,32000}
68c3e30d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0 {16000,16000,16000,16000}
93f3478b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0 {8000,8000,8000,8000,8000,8000,8000,8000}
d7dfa2bc 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
852e7ba5 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
6b7347e8 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0 {32000,8000,8000,8000,8000}
88c72283 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
c2e1d76b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.05 {64000}
9dc57ef6 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.05 {32000,32000}
e26e5de0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.05 {16000,16000,16000,16000}
f38e88ee 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
148f33ae 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
f0a410b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
ac7ade6f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.05 {32000,8000,8000,8000,8000}
6a397001 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
4c34f6cb 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.2 {64000}
8259168d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.2 {32000,32000}
f54feaa0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.2 {16000,16000,16000,16000}
5dce1948 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
320acb60 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
f1b1d97d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
906a064 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.2 {32000,8000,8000,8000,8000}
1e8a405 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
28559b02 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.5 {64000}
19581997 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.5 {32000,32000}
279aac26 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.5 {16000,16000,16000,16000}
53c4dfe8 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
2175e59a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
7283865c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
fb60a9d9 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.5 {32000,8000,8000,8000,8000}
1b8265fe 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.001 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
ee7c427c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0 {64000}
e48d6248 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0 {32000,32000}
a30b3cc 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0 {16000,16000,16000,16000}
ba533f4f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0 {8000,8000,8000,8000,8000,8000,8000,8000}
aefc952b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
a2e7b35a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
d2f992e0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0 {32000,8000,8000,8000,8000}
b1ebb145 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
1534b641 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.05 {64000}
6ec6c45 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.05 {32000,32000}
ec0c5f07 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.05 {16000,16000,16000,16000}
5418e64d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
deb34ce4 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
50095293 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
534bd40a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.05 {32000,8000,8000,8000,8000}
97af2ff0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
9487322a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.2 {64000}
cf89154d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.2 {32000,32000}
4cc53fa8 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.2 {16000,16000,16000,16000}
ac86dbac 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
b4b70b91 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
f72a4944 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
